,Shift,Gap Open,Gap Extension,BB20008 SSP,BB20008 SEQ,BB20008 POS,BB20008 DD,BB20008 CC,BB20008 IA,BB20015 SSP,BB20015 SEQ,BB20015 POS,BB20015 DD,BB20015 CC,BB20015 IA,BB30014 SSP,BB30014 SEQ,BB30014 POS,BB30014 DD,BB30014 CC,BB30014 IA,BB30016 SSP,BB30016 SEQ,BB30016 POS,BB30016 DD,BB30016 CC,BB30016 IA,BB40017 SSP,BB40017 SEQ,BB40017 POS,BB40017 DD,BB40017 CC,BB40017 IA,BB40036 SSP,BB40036 SEQ,BB40036 POS,BB40036 DD,BB40036 CC,BB40036 IA,BB50013 SSP,BB50013 SEQ,BB50013 POS,BB50013 DD,BB50013 CC,BB50013 IA,BBS20005 SSP,BBS20005 SEQ,BBS20005 POS,BBS20005 DD,BBS20005 CC,BBS20005 IA,BBS20007 SSP,BBS20007 SEQ,BBS20007 POS,BBS20007 DD,BBS20007 CC,BBS20007 IA,BBS20012 SSP,BBS20012 SEQ,BBS20012 POS,BBS20012 DD,BBS20012 CC,BBS20012 IA,BBS20016 SSP,BBS20016 SEQ,BBS20016 POS,BBS20016 DD,BBS20016 CC,BBS20016 IA,BBS20017 SSP,BBS20017 SEQ,BBS20017 POS,BBS20017 DD,BBS20017 CC,BBS20017 IA,BBS20028 SSP,BBS20028 SEQ,BBS20028 POS,BBS20028 DD,BBS20028 CC,BBS20028 IA,BBS20029 SSP,BBS20029 SEQ,BBS20029 POS,BBS20029 DD,BBS20029 CC,BBS20029 IA,BBS20032 SSP,BBS20032 SEQ,BBS20032 POS,BBS20032 DD,BBS20032 CC,BBS20032 IA,BBS20038 SSP,BBS20038 SEQ,BBS20038 POS,BBS20038 DD,BBS20038 CC,BBS20038 IA,BBS30002 SSP,BBS30002 SEQ,BBS30002 POS,BBS30002 DD,BBS30002 CC,BBS30002 IA,BBS30014 SSP,BBS30014 SEQ,BBS30014 POS,BBS30014 DD,BBS30014 CC,BBS30014 IA,BOSX049 SSP,BOSX049 SEQ,BOSX049 POS,BOSX049 DD,BOSX049 CC,BOSX049 IA,BOSX122 SSP,BOSX122 SEQ,BOSX122 POS,BOSX122 DD,BOSX122 CC,BOSX122 IA
0,0.0,0.0,0.0,0.1976653696498054,0.1096718480138169,0.1105354058721934,0.0045388173278605,0.0033379744208915,0.0018734757335273,0.7835616438356164,0.6441441441441441,0.6463963963963963,0.0185477442308932,0.03853895575797,0.02888134352635,0.7891891891891891,0.6517857142857143,0.6540178571428571,0.0155864263595758,0.0453750874038557,0.0277694536010388,0.2474226804123711,0.1411764705882353,0.1411764705882353,0.005061175114907,0.0041938128794929,0.0018392944200682,0.2412451361867704,0.1371681415929203,0.1371681415929203,0.0028331916737496,0.0110247959824231,0.0014908976773383,0.1430219146482122,0.0770186335403726,0.0819875776397515,0.0011136555494434,0.0041483083390597,0.0012631876793726,0.2820143884892087,0.1641541038525963,0.2495812395309883,0.0014208460303818,0.0079968891593967,0.0027614345934492,0.0514285714285713,0.0263929618768328,0.0263929618768328,3.402113612890566e-05,0.0003783937186642,6.879885793895821e-05,0.7033144704931286,0.5423940149625935,0.5785536159600997,0.0228507407400478,0.0251625406351587,0.0255532633158289,0.4612326043737574,0.2997416020671835,0.351421188630491,0.0086195337510785,0.0379512247529007,0.0059088955737,0.1357466063348416,0.0728155339805825,0.0728155339805825,0.001771009278459,0.0015322960867515,0.0006129184347006,0.1972951471758154,0.1094439541041482,0.1120917917034421,0.0009957117045512,0.0029933308401894,0.00056095736724,0.0,0.0,0.0,0.0,0.0,0.0,0.352112676056338,0.2136752136752137,0.2136752136752137,0.0063066033258902,0.0327293980128579,0.0090590298071303,0.9943181818181818,0.9887005649717514,1.0,0.1257756428614821,0.1938364055299539,0.2043010752688172,0.0606060606060605,0.03125,0.03125,0.0001085069444444,0.0008680555555555,0.0002170138888888,0.8659916617033949,0.7636554621848739,0.8865546218487395,0.0883592334509122,0.0761697509976429,0.1348696646519334,0.1739130434782608,0.0952380952380952,0.0977443609022556,0.0012118802811925,0.0042405890335226,0.0024124239835151,0.3083700440528634,0.1822916666666666,0.1875,0.0071388134057971,0.0081793478260869,0.0050543478260869,0.1962457337883959,0.1087984862819299,0.1087984862819299,0.0004911589691894,0.0070282849982098,0.0004654493376297
1,,,,0.5730110775427997,0.4015525758645025,0.4276640790402258,0.0205166788827987,0.0224516398301496,0.035878467475593,0.7950481430536451,0.6598173515981735,0.6598173515981735,0.0140108659594926,0.02979578172079,0.0251820388349514,0.5,0.3333333333333333,0.3356321839080459,0.0049899394221149,0.0350033916988171,0.006507822105397,0.234126984126984,0.1325842696629213,0.1415730337078651,0.0016880812859523,0.0052205822723217,0.0031830346281728,0.0,0.0,0.0,0.0,0.0,0.0,0.2205438066465257,0.1239388794567062,0.1358234295415959,0.0012837686655911,0.0035685460624927,0.0025942580421999,0.2720694645441389,0.1574539363484087,0.2479061976549413,0.000954952471003,0.0063062149185095,0.0018822839881878,0.1001390820584144,0.0527086383601757,0.0541727672035139,0.0008136071830949,0.0027482421540044,0.0003172697650488,0.435129740518962,0.2780612244897959,0.2780612244897959,0.0023718406450365,0.0128215141101739,0.002453660314485,0.740625,0.5880893300248139,0.6451612903225806,0.0119859103720516,0.0452335110584518,0.0145759281200631,0.5244755244755245,0.3554502369668246,0.3601895734597157,0.0088105670596952,0.0191823899371069,0.0126235399820305,0.1304706853839802,0.0697879858657243,0.0706713780918728,0.0006382861837808,0.0031015859140859,0.0004183316683316,0.047713717693837,0.0244399185336048,0.0875763747454175,0.000554513295072,0.0011311840835745,0.0010646438433642,0.0,0.0,0.0,0.0,0.0,0.0,0.9753424657534246,0.9518716577540106,1.0,0.1308584333998383,0.2095180305131761,0.2011673601479426,0.0804020100502512,0.0418848167539267,0.0418848167539267,0.000330669605952,0.0010416666666666,0.0006578947368421,0.6568627450980392,0.4890510948905109,0.5571776155717761,0.0030434258033303,0.0232775175433873,0.0044209934373074,0.4842883548983364,0.3195121951219512,0.324390243902439,0.0105614188152646,0.0298411488723237,0.0119793279192169,0.3949579831932773,0.2460732984293193,0.2460732984293193,0.0100015635526675,0.0316205533596837,0.0051602986385595,0.2120441051738761,0.1185958254269449,0.1185958254269449,0.0017439356750838,0.0080886483450004,0.0005635496787946
2,,,,0.3307692307692308,0.1981566820276497,0.1990783410138248,0.0032452567216361,0.0043998286972836,0.0046666394757593,0.4320557491289198,0.2755555555555555,0.2755555555555555,0.0080772762590944,0.0124364272091544,0.0066354100445009,0.5335628227194492,0.363849765258216,0.363849765258216,0.0043089814607811,0.0105324074074074,0.0039351851851851,0.1969365426695842,0.1092233009708737,0.1092233009708737,0.0008600246407698,0.0035878402262283,0.0006951808648521,0.3202416918429003,0.1906474820143885,0.1906474820143885,0.0017726496768686,0.0103813559322033,0.0019067796610169,0.0714285714285714,0.037037037037037,0.037037037037037,0.0002619053072567,0.0004711841446535,0.0001509261713343,0.2035928143712575,0.1133333333333333,0.19,0.0021593321752557,0.0044151708164447,0.0042091666295487,0.0,0.0,0.0,0.0,0.0,0.0,0.2687569988801791,0.1552393272962484,0.1772315653298835,0.0021172243685064,0.0066509307620195,0.0016472478907191,0.7841409691629956,0.644927536231884,0.7053140096618357,0.015988588225907,0.0430098066816816,0.0232028903903903,0.3218390804597701,0.1917808219178082,0.1917808219178082,0.0017562346329469,0.0063754180602006,0.0031772575250836,0.0299032541776604,0.0151785714285714,0.0178571428571428,1.6001024065540195e-05,0.0001937205831707,3.1888161838798964e-05,0.0563909774436089,0.0290135396518375,0.0406189555125725,0.0001299684253178,0.0014110971373817,0.0002545214995807,0.1119999999999999,0.059322033898305,0.059322033898305,0.0004383401519579,0.000933908045977,0.0008620689655172,0.5625,0.3913043478260869,0.4009661835748792,0.0030251864359082,0.028776138909634,0.0068147871545929,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6666666666666666,0.8052208835341365,0.0898650188515737,0.06411486849168,0.1381642512077294,0.6568627450980392,0.4890510948905109,0.5036496350364964,0.0070202719064586,0.0201658767772511,0.0105450236966824,0.2777777777777778,0.1612903225806451,0.1720430107526881,0.0016188714153561,0.010609389454209,0.0032377428307123,0.1197497765862377,0.0636882129277566,0.0636882129277566,0.0011127967989584,0.0064949031231925,0.0005024580682475
3,,,,0.3368251410153102,0.2025193798449612,0.2122093023255813,0.0028931919933973,0.0031835346722528,0.0011103387378586,0.3261802575107296,0.1948717948717948,0.1948717948717948,0.004344140707777,0.0129271833817288,0.006198347107438,0.6549520766773163,0.4869358669833729,0.498812351543943,0.0061012496985167,0.0170775204298162,0.0058016163257934,0.6542056074766356,0.4861111111111111,0.4861111111111111,0.0151175316740626,0.0539262975110939,0.0191973760370441,0.3114754098360656,0.1844660194174757,0.1844660194174757,0.0023892597087378,0.0059771825396825,0.0013144841269841,0.1370499419279907,0.0735660847880299,0.0835411471321695,0.0020979944591023,0.0039267550399313,0.0005957365686935,0.1331058020477815,0.0712979890310786,0.1553930530164533,0.0005787857459686,0.0019887532574406,0.001042381017693,0.1471747700394218,0.0794326241134751,0.0950354609929078,0.001172846932798,0.0051149453063328,0.0022876290818874,0.3567681007345226,0.2171136653895274,0.2196679438058748,0.0052559523794644,0.0072763750244666,0.0008807985907222,0.5214285714285714,0.3526570048309178,0.4033816425120772,0.0050508485319515,0.0358310181402189,0.0077510330819695,0.02803738317757,0.0142180094786729,0.0142180094786729,4.557054320087495e-05,0.0001347951114306,8.986340762041697e-05,0.0683176771989751,0.035366931918656,0.0362511052166224,0.0001566051877184,0.0004846961111736,8.912154302225225e-05,0.0961538461538461,0.0505050505050505,0.103030303030303,0.0005483528400672,0.0050412803459686,0.0010483897388854,0.0,0.0,0.0,0.0,0.0,0.0,0.4140625,0.2610837438423645,0.2610837438423645,0.0060973743364101,0.0215291262135922,0.0061165048543689,0.270042194092827,0.1560975609756097,0.1707317073170731,0.0046239837398373,0.0076452599388379,0.0086964831804281,0.8282828282828283,0.7068965517241379,0.7931034482758621,0.0987873609025499,0.0613288892109267,0.1555322078110282,0.4008016032064128,0.2506265664160401,0.2531328320802005,0.0024373748441455,0.0109045226130653,0.0014572864321608,0.2385321100917431,0.1354166666666666,0.15625,0.0052287137681159,0.0096195652173913,0.0056521739130434,0.2722852512155591,0.1575984990619137,0.1575984990619137,0.0010077869801514,0.0083231252288023,0.000843048632818
4,,,,0.2882562277580071,0.1683991683991684,0.1725571725571725,0.0018787300778613,0.0073298736011733,0.0004968302662923,0.5614973262032086,0.3903345724907063,0.4052044609665427,0.0079377205095353,0.0237184498548134,0.0077060531605986,0.6351791530944626,0.4653937947494033,0.477326968973747,0.0078452664168869,0.0282767266925005,0.0082402552997492,0.2064516129032257,0.1151079136690647,0.1151079136690647,0.0036943209510418,0.0041635995583364,0.0017137467795362,0.4148148148148148,0.2616822429906542,0.2663551401869158,0.0025307444633842,0.0150462962962962,0.004411250873515,0.0457317073170732,0.0234009360374415,0.0327613104524181,7.869750991820088e-05,0.0008565320943307,0.0001659378416367,0.6035182679296347,0.4321705426356589,0.4573643410852713,0.0057265212191391,0.0281969068276122,0.0064579403998491,0.1413043478260869,0.0760233918128654,0.0760233918128654,0.0001929310078715,0.0091289553106537,0.0003462633482383,0.4243654822335025,0.2693298969072165,0.2731958762886597,0.0016706421686628,0.0111761345520246,0.0027566691465618,0.1213483146067415,0.0645933014354067,0.0645933014354067,0.0004160599126274,0.0017057032305332,0.0008242324335462,0.1327433628318584,0.0710900473933649,0.0710900473933649,0.0003645643456069,0.0019769949676491,0.0007189072609633,0.0440140845070422,0.0225022502250225,0.0225022502250225,0.0001420645146393,0.000677300390825,3.4027053127572286e-05,0.1847246891651864,0.1017612524461839,0.1350293542074364,0.001972986729971,0.0041019395164996,0.0039372491344179,0.1129032258064516,0.0598290598290598,0.0598290598290598,0.0004420866489832,0.0009497369959088,0.0008766803039158,0.1165048543689319,0.0618556701030927,0.0927835051546391,0.0008484190795639,0.0027113237639553,0.0017012227538543,0.1463414634146341,0.0789473684210526,0.0789473684210526,0.000548245614035,0.0023825354609929,0.0011081560283687,0.6642754662840746,0.4973147153598281,0.6197636949516648,0.0132097082190596,0.0175057758952637,0.0186705814401232,0.0149253731343284,0.0075187969924812,0.0075187969924812,1.2594299819901513e-05,0.0001758793969849,2.512562814070352e-05,0.1683168316831683,0.0918918918918919,0.1135135135135135,0.0019976498237367,0.0053471248246844,0.0039738195418419,0.3801526717557252,0.2346842601319509,0.2346842601319509,0.0031411164311506,0.0108784484841593,0.0013360433219153
5,,,,0.2105263157894736,0.1176470588235294,0.1217038539553752,0.0011384237900346,0.0066591375344509,0.0005014816503305,0.6525285481239804,0.4842615012106537,0.486682808716707,0.0185298560354902,0.0282467989306317,0.0224309366352422,0.6391096979332274,0.469626168224299,0.4789719626168224,0.0105796802496568,0.0178321678321678,0.0078452797202797,0.1265822784810126,0.0675675675675675,0.0878378378378378,0.0006809134716111,0.0026048542703361,0.0013201990453945,0.6865671641791045,0.5227272727272727,0.5227272727272727,0.0095022341554048,0.0171695439099772,0.0122517630585864,0.125,0.0666666666666666,0.0910569105691057,0.000401626738827,0.0045522356476289,0.0007935332331718,0.1891025641025641,0.1044247787610619,0.1292035398230088,0.0010978490852884,0.005623856430308,0.0021931473544376,0.0317919075144508,0.0161527165932452,0.0161527165932452,3.0219691840201915e-05,0.0002738485423494,6.037605658099017e-05,0.6799667497921862,0.5151133501259446,0.5239294710327456,0.0026515869139107,0.0277820080841154,0.0037818938658442,0.02803738317757,0.0142180094786729,0.0142180094786729,0.0031640108917129,0.0004323802250623,0.0001010758967678,0.1858407079646017,0.1024390243902439,0.1073170731707317,0.0030487804878048,0.0051884996191926,0.001570830159939,0.1771336553945249,0.097173144876325,0.1007067137809187,0.0009133203369069,0.0026286213786213,0.0003808691308691,0.1305970149253731,0.0698602794411177,0.0818363273453093,0.0031054809926239,0.005482595945429,0.000549853372434,0.302158273381295,0.1779661016949152,0.1779661016949152,0.0013247613481394,0.0408045977011494,0.0027298850574712,0.0648148148148147,0.0334928229665071,0.0334928229665071,0.0001380198748619,0.0017170329670329,0.0002747252747252,0.28099173553719,0.1634615384615384,0.2115384615384615,0.0027356270032051,0.0100213913690476,0.0051153273809523,0.378716744913928,0.2335907335907336,0.3416988416988417,0.0053334562797196,0.0125994543998968,0.0059245797020067,0.4928057553956835,0.3269689737470167,0.3412887828162291,0.0037283813384771,0.0160388127853881,0.0047602739726027,0.4219409282700421,0.267379679144385,0.267379679144385,0.0017394975464702,0.0203947368421052,0.0035469107551487,0.206081081081081,0.1148775894538606,0.1167608286252354,0.0005229602093924,0.0083088026670449,0.0005479500638388
6,,,,0.4644194756554307,0.3024390243902439,0.3121951219512195,0.0136988464324856,0.0402465727341965,0.024086062452399,0.202020202020202,0.1123595505617977,0.1123595505617977,0.0007256067649326,0.008933212058212,0.0012993762993762,0.8068669527896996,0.6762589928057553,0.6786570743405276,0.0138607744458277,0.0632103253117379,0.0255141950029908,0.4241379310344827,0.2691466083150984,0.2691466083150984,0.0023340599309628,0.0208413221872843,0.0044386072551576,0.6794871794871795,0.5145631067961165,0.5242718446601942,0.0235087733749212,0.0295649509803921,0.0416077488687782,0.1024844720496894,0.0540098199672667,0.0654664484451718,0.0004301596210928,0.0024759115002467,0.000316530397648,0.0062992125984252,0.0031595576619273,0.0031595576619273,0.0005917941204319,2.994848859960868e-05,4.991414766601446e-06,0.0145348837209302,0.007320644216691,0.007320644216691,8.587265943332632e-06,0.0001800689406801,1.714942292191868e-05,0.1652892561983471,0.09009009009009,0.0965250965250965,0.0024648892865947,0.0015040084807526,0.0006459948320413,0.0142517814726841,0.0071770334928229,0.0191387559808612,6.967993682352394e-05,0.0001946327166147,0.0001373877999633,0.3954372623574145,0.2464454976303317,0.2654028436018957,0.0018178101965994,0.0097933513027852,0.0035040431266846,0.12106135986733,0.0644307149161518,0.0661959399823477,0.0005152754021762,0.0030844864123659,0.000403577661431,0.0,0.0,0.0,0.0,0.0,0.0,0.1129032258064516,0.0598290598290598,0.0598290598290598,0.0004420866489832,0.0009497369959088,0.0008766803039158,0.06,0.0309278350515463,0.0360824742268041,0.000312402374258,0.0009037745879851,0.0006379585326953,0.2845188284518828,0.1658536585365853,0.2195121951219512,0.0022306444394719,0.0154816513761467,0.0043004587155963,0.7956834532374101,0.6606929510155316,0.6738351254480286,0.0176921801407825,0.0353619831875107,0.0284611425630468,0.0436893203883494,0.0223325062034739,0.0223325062034739,4.913642729037173e-05,0.0031771833899807,9.851731441800895e-05,0.2222222222222222,0.125,0.125,0.0029215809155913,0.006055056710775,0.003367202268431,0.2547247329498767,0.1459510357815442,0.1468926553672316,0.0003706099274409,0.0082334373670024,0.0007447864945382
7,,,,0.5369978858350951,0.3670520231213873,0.3689788053949903,0.0243270462456021,0.0154793528133301,0.0259079003585161,0.9933774834437086,0.986842105263158,0.986842105263158,0.1655587774008826,0.2296864171864172,0.2623007623007623,0.766531713900135,0.6214442013129102,0.6236323851203501,0.0155043958712658,0.0564548591144335,0.0186984857197623,0.0924369747899159,0.0484581497797356,0.066079295154185,0.0006365436689164,0.0029981729124552,0.0012245373969833,0.4572649572649573,0.296398891966759,0.296398891966759,0.0070708320973108,0.0113200729009552,0.0060646053293112,0.5180327868852459,0.3495575221238938,0.3938053097345133,0.0091622703460127,0.0189980970925344,0.0052617604106739,0.25625,0.1469534050179211,0.1594982078853046,0.0013696930868037,0.0067477293457175,0.0011754730797394,0.0345821325648415,0.0175953079178885,0.0175953079178885,2.156287735035363e-05,0.0004192466460268,4.299965600275198e-05,0.1248499399759903,0.0665813060179257,0.0691421254801536,0.0004361155282184,0.0032429631961386,0.000544319404003,0.494661921708185,0.3286052009456264,0.4184397163120567,0.0050517830487807,0.0374675847268174,0.0074890458732003,0.3295880149812734,0.1973094170403587,0.2286995515695067,0.0046072418523556,0.0072972101273988,0.0073375262054507,0.0503035559410234,0.0258007117437722,0.0275800711743772,2.213642372006426e-05,0.0003965879190295,4.432918855420352e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.1129032258064516,0.0598290598290598,0.0598290598290598,0.0004420866489832,0.0009497369959088,0.0008766803039158,0.3921568627450981,0.2439024390243902,0.248780487804878,0.0067677935488663,0.0196554349895297,0.0072339615457833,0.0,0.0,0.0,0.0,0.0,0.0,0.77875,0.6376663254861822,0.7185261003070624,0.0344054162167184,0.0445561962171843,0.0534967020486611,0.6368159203980099,0.4671532846715328,0.4744525547445256,0.0116870128007511,0.0262128325508607,0.0184236733532508,0.2075471698113207,0.1157894736842105,0.1789473684210526,0.0021482277121374,0.0067934782608695,0.0029392191659272,0.2893890675241157,0.169172932330827,0.169172932330827,0.0006347730759143,0.0090010034484708,0.0009221832777432
8,,,,0.3939163498098859,0.2452651515151515,0.2566287878787879,0.0079050131197611,0.0083987145191116,0.0132336307653638,0.7543859649122807,0.6056338028169014,0.6056338028169014,0.0036827678585472,0.0247861929113031,0.0053782401692823,0.0639269406392694,0.0330188679245283,0.0330188679245283,0.0020984308646454,0.0008457977207977,0.000133547008547,0.2145748987854251,0.1201814058956916,0.1451247165532879,0.003460979265621,0.0158329888383629,0.0052707730467135,0.2638036809815951,0.1519434628975265,0.1519434628975265,0.0016155780528517,0.0043456032719836,0.0020705521472392,0.0199335548172757,0.0100671140939597,0.0167785234899328,6.895283625999817e-05,0.0002393880677721,0.000135183850036,0.0298013245033113,0.015126050420168,0.0957983193277311,0.0006084154091744,0.0010123179529059,0.0011455923052493,0.0145772594752187,0.0073421439060205,0.0073421439060205,8.637816360024186e-06,0.0002824736932896,1.7250301880282906e-05,0.7667161961367013,0.6216867469879519,0.6385542168674699,0.0069573644389034,0.032582448913094,0.0101039193781129,0.1931330472103004,0.1068883610451306,0.1187648456057007,0.0019027570276571,0.00468855788761,0.0038140374633265,0.091743119266055,0.048076923076923,0.048076923076923,0.0001867064973861,0.0039528432732316,0.0003698566805362,0.0950764006791171,0.0499108734402852,0.0516934046345811,0.0002031016739469,0.0025992596240924,0.0001604677396291,0.1399631675874769,0.0752475247524752,0.1287128712871287,0.000747885947393,0.0031478793234031,0.0013885382479171,0.2388059701492537,0.135593220338983,0.135593220338983,0.0010054582016661,0.0058891123240448,0.0020109164033323,0.6938775510204082,0.53125,0.5416666666666666,0.0100025795590311,0.0651135005973715,0.0168893233409362,0.0206185567010309,0.0104166666666666,0.0104166666666666,0.0017496744791666,8.138020833333333e-05,5.425347222222222e-05,0.3252160251374705,0.1941838649155722,0.325515947467167,0.0044141760016411,0.00623120711251,0.0070190193948013,0.2350332594235032,0.1331658291457286,0.1407035175879397,0.0051700714118176,0.0069016467973327,0.0022731865023237,0.175609756097561,0.0962566844919786,0.0962566844919786,0.0020894773553274,0.0068363844393592,0.0013729977116704,0.1381118881118881,0.0741784037558685,0.0741784037558685,0.0007473463936245,0.000995394207846,0.0003896937465615
9,,,,0.2713241267262388,0.1569548872180451,0.1578947368421052,0.0015590515075385,0.0023187816900164,0.0021535960991466,0.69375,0.5311004784688995,0.5334928229665071,0.0091113090975703,0.0251992123099468,0.0163262502289796,0.261569416498994,0.1504629629629629,0.1504629629629629,0.0013516492683159,0.0048584298584298,0.0014478764478764,0.3902439024390244,0.2424242424242424,0.2424242424242424,0.0069296711526088,0.0098438043856595,0.0069069787678384,0.2816901408450704,0.1639344262295082,0.1762295081967213,0.0023807949938304,0.005880376344086,0.0047043010752688,0.2707692307692307,0.1565836298932384,0.1779359430604982,0.0011222379386915,0.0061077548539078,0.0017794495738186,0.0555555555555555,0.0285714285714285,0.1092436974789916,0.001323755308575,0.0024613220815752,0.0011852910485005,0.7249774571686204,0.5685997171145686,0.586987270155587,0.0121229959363693,0.043339262535455,0.0177836001474288,0.3414634146341463,0.2058823529411765,0.2097186700767263,0.0018374347279756,0.0039402662828355,0.0006608001570218,0.6601626016260163,0.4927184466019417,0.5218446601941747,0.0179862661569069,0.048902407394308,0.0215274339204451,0.0,0.0,0.0,0.0,0.0,0.0,0.1390728476821192,0.0747330960854092,0.0809608540925266,0.0003095738371065,0.0016535271023302,0.0002026342451874,0.2234432234432234,0.1257731958762886,0.1422680412371134,0.0012211146718469,0.0037511070236392,0.001524286395531,0.0,0.0,0.0,0.0,0.0,0.0,0.2950819672131147,0.173076923076923,0.173076923076923,0.0008436575443786,0.0134522928994082,0.0017566568047337,0.8853503184713376,0.7942857142857143,0.8114285714285714,0.1322193270646879,0.1984536082474226,0.2135871001850383,0.8680272108843538,0.7668269230769231,0.7980769230769231,0.0433045528173088,0.0403115237764665,0.0694926530139997,0.8077496274217586,0.6775,0.6900000000000001,0.0378586608660866,0.094046904690469,0.0635438543854385,0.3628318584070796,0.2216216216216216,0.227027027027027,0.0042960211263156,0.0229663394109396,0.004382889200561,0.1280701754385964,0.0684161199625117,0.0702905342080599,0.000913004774547,0.0010180240320427,0.0005410723069355
